Date,Open,High,Low,Close,Volume
2000-03-01,39.3529,40.7516,39.222,40.4019,58470398.631029
2000-03-02,40.2203,40.7907,39.7865,40.3492,52248149.042057
2000-03-03,40.7907,41.7499,40.3111,41.5741,49118109.668268
2000-03-06,41.1433,41.4501,40.6589,40.9148,40159805.168098
2000-03-07,41.0516,41.8378,40.1362,40.3492,57197062.313667
2000-03-08,40.485,40.57,39.1331,40.0513,66461951.71056
2000-03-09,39.6137,41.3191,39.0442,41.2674,54978762.786933
2000-03-10,41.0955,42.0547,40.9148,41.8809,62316464.780941
2000-03-13,41.3993,43.7095,41.3993,42.5353,96616198.313435
2000-03-14,43.2787,43.7603,41.0516,41.0955,81352543.333383
2000-03-15,41.4882,42.884,41.3544,41.8809,70049863.950854
2000-03-16,42.93,43.6664,41.706,43.5853,78756311.552517
2000-03-17,43.3168,45.287,43.1927,45.2381,87177667.63224
2000-03-20,45.287,47.856,45.287,47.0306,93356077.698069
2000-03-21,47.0306,48.3786,46.7248,48.2468,73395655.03897
2000-03-22,48.9012,50.6468,48.5974,50.213,76923102.254502
2000-03-23,49.5996,50.0842,48.5974,49.6905,65319567.835629
2000-03-24,48.8191,50.339,47.9478,48.4714,67188020.330609
2000-03-27,48.6423,50.0842,48.4714,49.7324,51240140.988708
2000-03-28,48.9969,49.6905,47.0736,47.2875,64265146.582346
2000-03-29,47.5483,47.9889,45.8056,45.9346,87857310.767503
2000-03-30,45.1972,46.4591,42.884,44.2418,102644178.30174
2000-03-31,45.1551,46.9837,44.6716,45.9854,83726718.198909
2000-04-03,45.7608,46.3351,43.7993,45.5058,71734647.649932
2000-04-04,45.8056,46.6829,41.4882,46.2442,125129487.43178
2000-04-05,45.2381,46.6829,44.4987,45.2381,88969611.083902
2000-04-06,45.0232,45.8516,44.2418,45.2381,78987254.511826
2000-04-07,45.7608,47.729,45.7608,47.6831,73576455.321599
2000-04-10,47.897,48.4714,45.5849,45.6767,64252538.227794
2000-04-11,45.287,46.7669,44.4078,45.5459,76032006.07987
2000-04-12,45.287,45.9346,42.4034,42.4474,86201464.040638
2000-04-13,42.9699,45.0232,42.0977,42.1856,99446231.329505
2000-04-14,41.5322,42.0977,37.7783,38.5255,132949702.63702
2000-04-17,38.3516,42.93,38.1748,42.8421,127323718.88321
2000-04-18,44.108,45.6367,43.6244,44.9373,141198278.39592
2000-04-19,43.7603,43.7993,41.4501,41.4882,125181058.22268
2000-04-20,41.0955,41.6151,40.0943,40.2203,65613550.520226
2000-04-24,38.6993,40.6178,38.4747,40.485,83551939.541928
2000-04-25,41.706,43.6244,41.662,43.5434,73555251.664608
2000-04-26,43.2787,43.5434,42.0547,42.0977,68153620.046239
2000-04-27,40.9675,44.108,40.7907,43.6664,87517773.798976
2000-04-28,44.5914,44.9773,43.8413,44.1901,63518166.070576
2000-05-01,44.5914,45.6367,43.9732,44.2808,60729386.616005
2000-05-02,43.8413,44.4567,42.0977,42.2295,62851989.182129
2000-05-03,41.8809,42.0547,40.4019,41.4882,84509516.224543
2000-05-04,41.3993,42.0547,40.7907,41.662,58716522.597943
2000-05-05,41.4882,43.1927,41.4882,43.011,49021266.121338
2000-05-08,42.6222,42.7532,40.9675,41.0076,58649189.316387
2000-05-09,41.2674,41.5741,40.0943,40.7516,61680944.744185
2000-05-10,39.9203,40.6178,36.6461,36.9528,139289422.0418
2000-05-11,37.3426,40.441,37.0768,40.2681,100668280.43134
2000-05-12,40.6589,41.662,40.0044,40.0943,55055554.381879
2000-05-15,39.9203,41.2215,39.3049,41.1844,58889300.871293
2000-05-16,41.7499,42.8421,41.3544,42.4953,63707277.056539
2000-05-17,42.6613,43.7095,41.962,42.93,93899906.660165
2000-05-18,43.1927,44.108,42.93,43.1927,71834650.451665
2000-05-19,42.4953,43.1029,40.526,41.0955,103104341.26967
2000-05-22,40.9675,41.3191,38.8253,41.2674,84883432.355347
2000-05-23,41.0516,41.7978,38.2569,38.3057,72184784.129999
2000-05-24,38.2168,41.1844,38.1748,40.9148,108138930.13272
2000-05-25,41.3544,42.6222,39.5726,40.1362,72332346.717982
2000-05-26,40.0943,41.7978,39.8686,40.9675,44198425.134142
2000-05-30,41.5741,43.8921,41.5322,43.8413,59838568.898049
2000-05-31,44.0161,44.5914,43.4105,43.4486,77491006.458073
2000-06-01,43.9732,45.326,43.9732,45.1972,65870561.938477
2000-06-02,46.2833,46.8987,46.0265,46.7669,61112760.036461
2000-06-05,46.2442,47.0736,45.7177,46.2013,56125158.690241
2000-06-06,45.7608,47.0736,45.1551,45.1551,67943308.4745
2000-06-07,45.0623,45.1033,43.7993,44.9373,56952368.508439
2000-06-08,45.1972,45.8516,43.9322,43.9732,49274271.653639
2000-06-09,44.5914,44.6286,43.7603,44.2808,39425149.435514
2000-06-12,44.5417,44.6286,43.4486,43.5853,37172748.179442
2000-06-13,43.4105,45.9346,43.2787,45.8516,56054393.839631
2000-06-14,45.6367,45.7608,43.9322,44.0591,53020345.239196
2000-06-15,44.1901,45.326,44.108,44.7175,47865987.245275
2000-06-16,45.0623,45.1972,43.8921,43.9322,63159716.570219
2000-06-19,44.7537,47.6392,44.7537,47.5981,87708031.371257
2000-06-20,47.3823,48.9012,47.3823,48.2028,83923278.924729
2000-06-21,47.5483,48.5515,47.4203,48.4714,47121584.505245
2000-06-22,48.1227,48.2468,46.7248,46.7248,42544003.450271
2000-06-23,47.1556,47.9478,46.7669,46.8518,43439982.854136
2000-06-26,47.3334,47.8169,46.2442,46.7669,42842852.984295
2000-06-27,46.6829,47.5981,45.7608,45.8056,47807819.488103
2000-06-28,45.9854,47.2875,45.6767,46.1525,43884384.355134
2000-06-29,45.6767,46.8518,45.5058,45.9346,67529274.107401
2000-06-30,45.6367,46.7669,45.1972,46.591,59356055.686813
2000-07-03,46.7669,47.729,46.591,47.729,21609678.562109
2000-07-05,46.4152,46.8987,45.8056,45.8955,60178391.489419
2000-07-06,45.8516,47.6831,45.5058,47.6392,64334486.38996
2000-07-07,48.0299,48.7771,47.4672,48.5515,53418617.115629
2000-07-10,48.0299,48.8191,47.768,48.0299,44912452.55037
2000-07-11,48.2028,49.2529,47.8169,48.3786,61291268.17019
2000-07-12,48.9012,49.5996,48.3786,49.2089,42727381.504641
2000-07-13,48.9422,50.5218,48.9012,49.9102,64721009.851579
2000-07-14,50.1721,51.2602,49.8624,51.1284,53683656.685585
2000-07-17,51.0863,51.3882,50.3009,50.9955,66732438.589267
2000-07-18,50.4729,50.4729,49.2938,49.8624,72611426.851651
2000-07-19,50.5218,50.9153,48.1227,48.1637,103420098.85694
2000-07-20,48.4284,49.9493,48.0768,49.7324,86658189.297085
2000-07-21,49.5586,49.5996,48.1227,48.1637,45968590.611916
2000-07-24,48.1637,49.5166,47.9889,48.1227,57069848.561626
2000-07-25,48.3376,49.4776,47.9889,49.1298,42439427.611856
2000-07-26,48.4714,48.8631,47.5981,48.4714,66818109.062018
2000-07-27,48.2946,48.9422,47.4203,47.768,56193643.676804
2000-07-28,48.1227,48.5974,44.8894,45.0232,79416759.604323
2000-07-31,45.6367,47.1165,44.9773,46.551,43653591.885279
2000-08-01,46.7669,46.9837,44.8064,45.0623,35817611.118156
2000-08-02,45.5058,46.1104,44.0591,44.149,47602088.11921
2000-08-03,43.1029,45.5849,42.1466,45.373,50058068.84735
2000-08-04,46.1525,46.2013,42.8421,43.6244,50056064.368769
2000-08-07,43.6664,44.8894,42.6222,43.8921,43888109.736931
2000-08-08,43.7603,44.1901,42.884,42.9699,35672914.99597
2000-08-09,43.8413,45.2381,43.8413,44.3248,43082247.922752
2000-08-10,44.0591,45.1972,43.2347,43.2347,23894167.855295
2000-08-11,43.1439,44.7175,42.4034,44.4987,32248191.6772
2000-08-14,44.9373,46.7248,44.3659,46.6829,36768742.34768
2000-08-15,46.591,47.9478,46.0265,47.3334,49374986.976869
2000-08-16,47.856,48.4714,47.1165,47.4672,35256593.59866
2000-08-17,47.768,49.8624,47.729,48.8631,58016105.775558
2000-08-18,49.5166,50.8695,48.9969,49.2089,51282260.632372
2000-08-21,50.6907,51.6529,49.2089,50.259,65936317.640107
2000-08-22,50.5218,51.3451,50.3009,50.3009,45405421.195598
2000-08-23,49.8262,52.2204,49.2938,52.0436,51828666.342471
2000-08-24,51.9997,52.8719,50.9153,51.7867,33456334.324975
2000-08-25,51.521,51.9196,50.6468,50.8695,29862264.301909
2000-08-28,51.0863,52.8719,50.9153,51.521,61260467.995209
2000-08-29,51.1284,52.2673,50.9955,51.6529,32983844.530387
2000-08-30,51.436,51.8688,50.7367,51.2602,31189176.912479
2000-08-31,51.521,52.743,51.3451,52.2204,40874262.554196
2000-09-01,52.743,52.783,51.2211,51.5698,26248855.872094
2000-09-05,49.5586,49.7754,47.5981,48.2946,83660531.503672
2000-09-06,47.4672,47.768,45.326,45.8056,89317892.820584
2000-09-07,46.4591,47.897,46.2013,47.0306,49735577.112933
2000-09-08,46.8518,47.0306,45.287,45.5849,42523378.205129
2000-09-11,45.7177,46.6359,44.5914,45.1033,43706741.279832
2000-09-12,45.373,46.6829,45.0232,45.287,41542737.73397
2000-09-13,43.011,44.149,42.1856,42.7111,100382894.07292
2000-09-14,43.5853,43.8413,41.3191,41.5741,72332924.106092
2000-09-15,41.6151,41.7499,39.4808,40.0943,108416439.85264
2000-09-18,40.7018,41.3191,38.6993,38.9152,72731052.659234
2000-09-19,39.8686,42.1856,39.6137,42.0977,84318258.460447
2000-09-20,42.7111,44.2808,42.1466,43.9732,100766131.33625
2000-09-21,43.2787,43.8921,42.0977,42.884,81821447.998251
2000-09-22,32.5875,34.5118,32.4175,33.4206,442305700.91076
2000-09-25,34.9005,34.9865,31.1935,31.6263,186550980.16683
2000-09-26,32.3754,32.4175,29.8417,30.1913,161432336.95115
2000-09-27,31.1046,31.8431,30.2802,30.5801,115134381.22933
2000-09-28,30.7521,31.0617,30.3213,30.9786,95613060.180726
2000-09-29,30.5381,30.5801,28.8346,28.9674,104562200.18025
2000-10-02,29.9276,29.9276,27.7864,27.9613,95679964.51615
2000-10-03,29.1402,29.6258,27.9613,28.096,116339791.52097
2000-10-04,28.5747,29.7967,28.4008,29.2741,91296509.738545
2000-10-05,29.3571,29.5359,28.228,28.5747,74601079.662928
2000-10-06,28.8346,29.447,27.3566,27.8382,99904679.536643
2000-10-09,28.1869,28.269,26.4823,27.2238,81008280.791243
2000-10-10,27.3048,28.0043,26.0916,26.1747,98684361.575397
2000-10-11,25.781,26.5664,24.3871,24.6479,174863349.78392
2000-10-12,25.8699,26.8301,24.3871,25.8699,143569013.50249
2000-10-13,25.8699,28.4008,25.74,28.1361,115913302.35998
2000-10-16,27.2638,27.3048,24.6479,24.8638,131885976.63102
2000-10-17,25.3414,25.5183,24.3871,25.2125,112665928.30376
2000-10-18,25.2633,27.7454,24.563,26.6093,24054052.151251
2000-10-19,29.317,29.4919,28.4848,29.2321,92048219.91888
2000-10-20,29.0084,30.9298,28.8346,30.0155,85814652.908702
2000-10-23,30.4473,31.3675,29.5359,30.1913,62672621.10866
2000-10-24,30.4052,31.0187,29.0084,29.2741,67243893.891406
2000-10-25,29.2741,30.3622,28.7017,28.7945,76253629.954127
2000-10-26,29.2741,31.3675,29.0533,31.1428,72795233.852152
2000-10-27,31.9799,32.7643,31.2786,32.3237,71915446.908824
2000-10-30,32.0668,32.1518,30.5801,31.3675,70358740.996476
2000-10-31,31.8431,32.7232,31.1428,31.3675,79932656.904708
2000-11-01,30.8859,32.4565,30.797,31.2786,68271953.896739
2000-11-02,32.4175,33.3728,32.3237,32.5425,93854920.550704
2000-11-03,32.8903,32.9792,31.7582,32.0668,44560306.203551
2000-11-06,32.5425,33.0709,32.3754,32.4986,35219340.804423
2000-11-07,32.6334,32.6744,31.6263,32.2407,30147359.918799
2000-11-08,32.2847,32.3237,29.6258,29.7967,54546534.551929
2000-11-09,29.5359,29.5798,27.8792,28.8824,70005594.457842
2000-11-10,26.5234,27.2238,25.8269,25.8269,134783049.1159
2000-11-13,25.8269,27.7454,25.1275,26.6572,116607410.91014
2000-11-14,28.269,28.7945,27.5315,28.5747,69736833.601039
2000-11-15,29.1003,29.9276,28.4438,28.9674,60115787.876426
2000-11-16,28.7945,29.9725,27.7454,27.9192,56623292.092592
2000-11-17,28.0043,29.1402,27.5695,28.9674,58718385.800711
2000-11-20,28.6187,29.9725,28.3549,28.7017,53718180.194889
2000-11-21,29.6258,30.2802,28.9273,29.7488,52664331.211028
2000-11-22,29.4919,30.6289,28.6607,28.7486,52581813.850654
2000-11-24,29.8826,30.713,29.317,30.6719,29632757.646711
2000-11-27,31.7152,32.6334,30.5381,30.6719,75820115.904466
2000-11-28,30.1473,31.1428,29.317,29.317,71203421.923702
2000-11-29,29.5798,30.3622,28.5747,29.8417,87980374.286567
2000-11-30,26.876,27.1808,25.6951,26.5664,113114632.57468
2000-12-01,26.876,26.876,23.6007,23.8156,1655274.457444
2000-12-04,24.5141,24.6479,22.3797,22.9903,118559394.2659
2000-12-05,24.1683,25.4762,23.7317,25.1275,107550402.73149
2000-12-06,24.6479,24.6479,21.8132,22.1619,146146619.39811
2000-12-07,22.6425,23.211,21.9451,22.5507,97797266.168026
2000-12-08,24.2562,24.3451,23.0342,23.7317,126103110.18043
2000-12-11,24.5141,26.6572,23.9495,26.1346,104682540.5568
2000-12-12,25.781,26.4404,25.3942,25.4762,69006325.03022
2000-12-13,26.3485,26.4404,24.563,24.7769,69798003.981133
2000-12-14,24.8208,25.5623,24.0794,24.5141,48291481.333133
2000-12-15,24.1234,24.2562,22.5507,22.6425,115820327.51814
2000-12-18,23.8645,24.0794,22.6044,23.211,55237071.280957
2000-12-19,23.5578,25.3024,23.2501,23.3419,78411763.387534
2000-12-20,22.9903,23.8156,21.987,22.2948,90472455.080199
2000-12-21,22.3348,24.0403,22.0691,23.1153,73909970.664479
2000-12-22,23.467,24.431,22.3348,22.9903,65076452.634063
2000-12-26,23.1153,23.6496,22.3348,22.9531,40738874.255945
2000-12-27,22.8183,23.5158,22.5507,22.7284,48167557.87433
2000-12-28,22.4178,22.8183,20.9849,21.5953,70685812.933741
2000-12-29,21.5953,21.9451,20.8081,20.9849,77439428.50102
2001-01-02,21.4225,22.2528,21.1157,21.6842,72123325.05585
2001-01-03,21.024,24.1683,21.024,23.8645,112164226.15151
2001-01-04,23.7317,24.6958,22.8183,23.5578,98521321.095853
2001-01-05,23.7766,24.1683,22.1619,22.3797,64432618.822761
2001-01-08,21.987,22.5507,21.3736,22.2948,64570292.103745
2001-01-09,22.6816,22.9903,22.2528,22.5097,58472402.085872
2001-01-10,22.0691,23.2999,21.7214,23.0342,73772871.70039
2001-01-11,22.6044,23.9075,22.3348,23.2999,93056655.894623
2001-01-12,23.4249,23.6007,22.2019,22.4178,73601245.132047
2001-01-16,22.4726,22.6044,21.6374,21.9041,86389856.362676
2001-01-17,23.0342,23.0772,21.024,21.2906,10640803.216515
2001-01-18,21.5953,22.5507,20.9399,22.4726,124114453.46602
2001-01-19,23.2999,24.1683,22.5507,23.4249,116543799.93917
2001-01-22,22.8183,23.6496,22.6816,23.2999,65552800.896362
2001-01-23,23.3419,25.0426,22.8613,24.6958,121135427.70028
2001-01-24,24.9097,25.8699,24.563,25.3024,105412474.81073
2001-01-25,24.9976,25.1696,23.9495,24.0794,65744490.677803
2001-01-26,23.8156,25.1696,23.5578,25.0426,68858050.944477
2001-01-29,24.6069,26.0916,24.2562,25.8699,70332385.890954
2001-01-30,26.0916,26.6572,25.6951,25.8269,87113768.99095
2001-01-31,26.0418,26.9151,25.4762,25.8269,102998610.65504
2001-02-01,25.8699,26.4823,25.4762,26.3934,72057568.330482
2001-02-02,26.2606,26.6572,24.7769,24.9097,67550764.410971
2001-02-05,24.4721,24.6479,23.5158,24.2113,56138198.038401
2001-02-06,24.1234,25.0865,24.0794,24.7388,57777281.059047
2001-02-07,24.431,25.1696,23.6496,24.3871,76142028.203297
2001-02-08,24.6958,25.2125,24.1234,24.1683,61458884.757631
2001-02-09,23.9495,24.8208,23.3419,23.3839,58583720.261336
2001-02-12,23.5158,24.563,23.467,24.1234,43669780.250864
2001-02-13,23.8156,24.6069,22.6044,22.6425,60043147.538196
2001-02-14,22.7284,24.1234,22.2948,23.8156,67967806.519681
2001-02-15,24.7388,25.4762,24.5141,24.9976,83572424.534994
2001-02-16,24.2562,24.6479,23.467,23.9954,59517511.420268
2001-02-20,23.7766,23.8156,21.9041,21.9451,75067840.620874
2001-02-21,21.6374,22.8613,21.2906,21.4615,73657254.849971
2001-02-22,21.5953,22.1219,20.6771,20.9399,83752081.302518
2001-02-23,21.2036,21.4615,19.8938,20.898,90975600.702742
2001-02-26,21.3306,21.4225,19.8498,20.5922,86432117.282154
2001-02-27,20.5922,21.5582,20.2415,20.2415,58385869.625908
2001-02-28,20.5082,21.0718,19.5431,19.9357,67965082.353436
2001-03-01,19.718,20.4183,18.8906,20.3275,79927786.984067
2001-03-02,19.8938,21.7214,19.718,20.4574,77274813.512762
2001-03-05,20.8569,21.4615,20.5922,21.2036,47621005.769728
2001-03-06,22.0691,22.9531,21.9451,21.987,85083860.762516
2001-03-07,22.8613,23.5158,22.6816,22.9903,111307785.54835
2001-03-08,22.9903,23.5158,22.8183,23.211,88120775.828747
2001-03-09,21.0718,21.3736,20.2415,20.5501,136452658.97354
2001-03-12,19.8938,20.5082,19.2374,19.3712,85267954.409597
2001-03-13,19.718,20.4574,19.3712,20.4574,74501080.956146
2001-03-14,19.8107,20.8569,19.5431,20.2415,82299954.299799
2001-03-15,20.766,20.898,19.8498,19.8498,57999916.386235
2001-03-16,19.8498,20.2024,19.3272,19.462,83835030.680238
2001-03-19,19.1944,19.5431,17.7575,18.8906,109785892.8631
2001-03-20,19.1123,19.1523,17.1411,17.1841,92330019.100104
2001-03-21,17.274,18.6718,17.1841,17.8424,98522320.26393
2001-03-22,18.2331,20.1096,18.1482,20.0286,134719166.85442
2001-03-23,20.7211,20.766,19.3272,20.1096,121455765.4904
2001-03-26,20.5922,20.6303,19.462,19.7609,92311820.113511
2001-03-27,19.8107,20.7211,19.5861,20.5082,104097884.93187
2001-03-28,20.0286,20.4574,18.7138,18.8027,104319223.18329
2001-03-29,18.7636,19.2374,17.8835,18.5389,92914391.149675
2001-03-30,18.5809,18.6718,17.6656,18.3641,67918523.782739
2001-04-02,18.1922,18.7636,17.4927,18.0154,64355113.682578
2001-04-03,17.6656,18.4109,17.3667,17.4517,81620880.362743
2001-04-04,17.2358,17.5328,15.6651,15.7921,120690737.50523
2001-04-05,16.9272,18.0154,16.8363,17.8835,96668912.61943
2001-04-06,17.4927,17.6237,16.0529,16.4847,105939684.41363
2001-04-09,16.5365,16.8851,15.5313,16.1868,86705606.783783
2001-04-10,16.4037,17.5328,16.3186,17.274,79985375.305653
2001-04-11,19.462,19.8107,18.9775,19.1944,130837414.22908
2001-04-12,19.1523,19.8938,18.3641,19.6281,77389430.171367
2001-04-16,18.6718,18.8457,17.7975,18.3641,84957499.784049
2001-04-17,17.6237,18.6718,17.5856,18.1922,105219493.07221
2001-04-18,20.4183,22.4726,19.9748,21.8132,221807007.63851
2001-04-19,21.5074,22.6816,21.2476,22.6816,123023356.8066
2001-04-20,22.3348,22.7284,21.8132,22.6425,89355426.118975
2001-04-23,21.6842,21.8542,20.6771,21.1568,83804508.961934
2001-04-24,20.898,21.6842,20.1584,20.3275,71182367.732428
2001-04-25,20.2415,20.5082,19.1944,20.2415,92585309.61514
2001-04-26,21.1157,21.2036,19.9748,19.9748,76477832.623863
2001-04-27,20.6771,21.1157,20.2845,21.0718,61378802.869446
2001-04-30,21.5582,22.0691,21.2906,21.5953,59120814.052547
2001-05-01,21.4615,21.9451,21.024,21.7693,53311598.638861
2001-05-02,22.2528,22.6816,21.7693,22.2948,64503675.438638
2001-05-03,21.7214,21.7693,21.024,21.2036,53124784.920486
2001-05-04,20.8569,21.6842,20.4574,21.5582,50706341.585686
2001-05-07,21.6842,22.1219,21.1568,21.7693,48201651.413763
2001-05-08,21.987,22.2019,21.5582,21.987,59442157.153171
2001-05-09,21.6374,21.6374,20.4574,20.898,85393309.053823
2001-05-10,21.2906,21.3306,20.1584,20.2415,69953730.877946
2001-05-11,20.2415,20.4183,19.4083,19.503,68073102.045758
2001-05-14,19.5861,19.6281,18.6298,19.1523,60157763.173063
2001-05-15,19.2783,19.6281,18.8027,18.9775,67775119.617638
2001-05-16,18.8457,19.8938,18.4979,19.8107,83713107.605066
2001-05-17,20.0687,20.3743,19.5431,19.9748,80379783.595688
2001-05-18,19.8938,20.3275,19.5431,20.0687,49646183.305861
2001-05-21,19.8107,20.9399,19.6789,20.8569,62067758.947334
2001-05-22,21.0718,21.2476,20.5082,20.5922,55364861.397371
2001-05-23,20.5082,21.1157,19.9357,20.1096,75331295.44474
2001-05-24,20.1096,20.5082,19.6281,20.3743,67076274.232752
2001-05-25,20.5501,20.6303,20.0286,20.3275,41796315.535692
2001-05-29,20.2024,20.2415,19.3712,19.462,54153847.16511
2001-05-30,19.0634,19.3272,18.4109,18.5809,65772717.175995
2001-05-31,18.8457,19.2374,18.7138,18.8457,52774787.399277
2001-06-01,19.0225,20.2845,18.9775,20.0687,82334479.856578
2001-06-04,20.3275,20.5922,19.5861,19.8938,54133068.3593
2001-06-05,20.1584,20.898,20.1584,20.766,73803241.905502
2001-06-06,20.5501,21.4225,20.2845,20.8081,102945034.36183
2001-06-07,20.766,21.8132,20.7211,21.7693,103501334.49761
2001-06-08,22.2528,22.3348,20.9399,21.4225,93579856.540363
2001-06-11,21.0718,21.2906,20.5501,21.1568,57561387.045169
2001-06-12,20.7211,21.0718,20.2415,21.024,77094593.689457
2001-06-13,20.8569,21.024,20.2415,20.2845,57850345.224721
2001-06-14,19.9357,20.3275,19.2374,19.2783,59200040.095945
2001-06-15,19.0634,19.7609,18.9306,19.3272,75947906.02088
2001-06-18,19.462,19.9357,19.1523,19.2374,38973436.399259
2001-06-19,19.8938,20.1096,18.2331,18.6298,86245733.533649
2001-06-20,18.3641,19.3272,18.325,19.1944,61493126.739045
2001-06-21,19.1123,19.5861,18.8027,19.0225,62376203.975612
2001-06-22,19.1944,19.7609,19.0225,19.1944,43506317.991353
2001-06-25,19.5431,20.0286,19.1944,19.9357,40393323.851673
2001-06-26,19.5861,20.2845,19.5431,20.2415,48481017.170276
2001-06-27,20.2415,20.3743,19.8107,19.9748,48326297.631442
2001-06-28,20.4183,21.2906,20.3743,20.6771,76375553.029299
2001-06-29,20.8081,21.4615,20.0687,20.4183,62907856.600499
2001-07-02,20.6303,21.3306,20.3743,20.9849,55027472.230714
2001-07-03,20.898,21.4225,20.6771,21.2476,31697623.44927
2001-07-05,20.9849,21.6374,20.8081,20.8081,51028255.931994
2001-07-06,20.3275,20.8569,19.7609,19.8498,53338242.438438
2001-07-09,19.8938,20.5501,19.6281,20.1584,43171645.824776
2001-07-10,20.4183,20.5082,19.1523,19.4083,59114365.528244
2001-07-11,19.2783,19.8938,18.8457,19.5861,71201565.887099
2001-07-12,20.5082,21.0718,20.2845,21.024,69610903.616179
2001-07-13,20.9399,21.2036,20.4183,21.0718,61313331.76692
2001-07-16,20.9399,21.4615,20.0687,20.3275,93859647.148055
2001-07-17,19.9357,20.9399,19.5861,20.8569,145343197.15107
2001-07-18,20.1584,21.024,19.8938,20.1584,102360945.88763
2001-07-19,20.6303,21.1157,20.5501,20.898,75618250.169447
2001-07-20,20.5501,20.9399,20.2024,20.898,72270886.620094
2001-07-23,20.9399,21.1157,20.2024,20.2415,48767544.996327
2001-07-24,20.0286,20.6303,19.8498,20.1584,54330782.837602
2001-07-25,20.2415,20.5922,19.6789,20.5501,50607631.764777
2001-07-26,20.3275,20.8569,20.1096,20.766,66095489.414565
2001-07-27,20.6771,20.8569,20.2415,20.4183,50816363.709115
2001-07-30,20.5922,20.766,20.1096,20.2845,43687256.478582
2001-07-31,20.3743,21.2476,20.2415,20.8081,70585668.856194
2001-08-01,21.3736,21.6374,21.1157,21.4615,64314999.541234
2001-08-02,21.9451,22.5097,21.8542,22.4178,106097700.38814
2001-08-03,22.3797,22.3797,21.8132,22.1219,51080259.763966
2001-08-06,21.2476,21.4225,20.9849,21.1157,77314935.844009
2001-08-07,20.898,21.6374,20.766,21.3736,62540958.192208
2001-08-08,21.2036,21.7693,20.5082,20.6771,69920207.560458
2001-08-09,20.5922,20.9399,20.3743,20.6771,51075961.089009
2001-08-10,20.5922,21.0718,20.2415,20.898,48301219.126937
2001-08-13,21.4225,21.4615,20.9849,21.3306,44154582.539786
2001-08-14,21.4225,21.5582,21.1157,21.2036,39373860.172514
2001-08-15,21.1157,21.4615,20.7211,20.766,47776301.672934
2001-08-16,20.5501,21.0718,20.2845,21.0718,55345665.290176
2001-08-17,20.3743,20.5082,19.4083,19.5861,86415785.593279
2001-08-20,19.5861,20.0286,19.462,19.6789,52030959.999883
2001-08-21,18.8906,19.8938,18.8906,18.8906,49964806.335191
2001-08-22,19.2374,19.5431,18.8457,19.503,60618784.033253
2001-08-23,19.462,19.8107,19.2783,19.3272,45760146.337895
2001-08-24,19.5861,20.3275,19.462,20.2845,55606688.736803
2001-08-27,20.2415,20.8569,19.9748,20.3275,39990180.007124
2001-08-28,20.4183,20.7211,19.8498,19.8938,78382677.973341
2001-08-29,20.1584,20.2024,19.3712,19.6281,53438097.821928
